"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.48822063569041e-280,0.986828023044475,0.995,0.808,1.26300421489143e-275,"0","YBX1"
2.69220309760261e-278,1.3650409287618,0.932,0.45,6.1955669885129e-274,"0","TCP1"
3.75966084185244e-278,1.14840853041365,0.984,0.723,8.65210749535503e-274,"0","SET"
1.70263273622e-277,1.39323899125552,0.92,0.373,3.9182687158631e-273,"0","MIR4435-1HG"
1.71997068664987e-277,1.04656694235845,0.984,0.747,3.95816854118734e-273,"0","ATP5G3"
3.56942128970046e-276,1.32570340833656,0.937,0.456,8.21430921398768e-272,"0","AK2"
1.11631585496567e-274,1.1256711498382,0.994,0.769,2.5689776770325e-270,"0","NCL"
2.01007313215121e-272,1.51637433741806,0.818,0.267,4.62578129901958e-268,"0","CCNA2"
2.55806669041409e-272,1.38835294183041,0.928,0.444,5.88687887464994e-268,"0","CCT6A"
1.79162814462995e-270,1.39589419258674,0.893,0.362,4.1230738492369e-266,"0","STIP1"
7.09411623378284e-270,1.26479458994133,0.965,0.539,1.63256896888044e-265,"0","HNRNPAB"
1.59282635016152e-269,1.12183248191603,0.994,0.728,3.6655712796267e-265,"0","CCND2"
5.14897533592393e-268,1.29896672869412,0.952,0.497,1.18493369405617e-263,"0","RANBP1"
7.08535786739389e-268,1.45541167909319,0.888,0.371,1.63055340602336e-263,"0","WDR43"
7.30899308596093e-268,1.36699596857306,0.909,0.4,1.68201857887219e-263,"0","CCT5"
8.89007370251498e-268,1.43906043949333,0.88,0.349,2.04587266115977e-263,"0","FKBP4"
2.14230536432412e-267,2.11823012428613,0.606,0.118,4.93008733491909e-263,"0","HK2"
1.11504319370166e-266,1.10543376007572,0.988,0.678,2.56604890166564e-262,"0","ARHGDIA"
3.25950157319847e-265,1.40618323515751,0.826,0.28,7.50109097040164e-261,"0","PFKP"
5.83057259370712e-265,1.20058241956364,0.975,0.73,1.34178967098982e-260,"0","RAN"
4.4746039275222e-264,1.61631267098194,0.888,0.387,1.02974060184068e-259,"0","AQP3"
8.76825514606367e-264,1.26323296502501,0.93,0.42,2.01783855676363e-259,"0","POLR2E"
1.05674310051912e-262,1.48131501475692,0.883,0.414,2.43188289722465e-258,"0","PPP1R14B"
1.29538489386506e-262,1.55906655618387,0.786,0.253,2.98106925625167e-258,"0","TMEM97"
2.18894002867336e-262,1.36437497342019,0.892,0.364,5.037407687986e-258,"0","KIAA0101"
7.67421932546693e-262,1.50521508787581,0.821,0.285,1.76606809336971e-257,"0","GPATCH4"
4.28098721838525e-261,1.3246346971354,0.944,0.465,9.85183588566998e-257,"0","HN1"
2.81644709253855e-260,1.2835579452319,0.942,0.46,6.48148969405898e-256,"0","HSPA9"
1.04978009585495e-258,0.971695383059237,1,0.963,2.415858934591e-254,"0","ACTB"
1.54276469595596e-258,1.42361616505731,0.896,0.371,3.55036439480344e-254,"0","TUBA1C"
1.46506298280535e-257,1.13890661546013,0.978,0.619,3.37154944232994e-253,"0","EIF5AL1"
5.45550206632104e-256,1.2627517552059,0.932,0.425,1.25547469052246e-251,"0","TYMS"
1.63378015871104e-255,1.36415634315948,0.854,0.32,3.75981827924171e-251,"0","AHCY"
1.79872250170745e-254,1.181336285919,0.969,0.682,4.13940009317935e-250,"0","H2AFZ"
1.12069813319955e-253,1.45910822093802,0.863,0.354,2.57906261393212e-249,"0","HSPE1"
5.81232115077695e-253,1.1424015615566,0.977,0.622,1.3375894664283e-248,"0","KPNB1"
5.98180507057341e-253,1.27292304626905,0.912,0.401,1.37659280089106e-248,"0","DKC1"
1.98343093822403e-252,1.29588560451021,0.877,0.326,4.56446961813497e-248,"0","ZWINT"
6.74646648030235e-252,1.09539139864736,0.971,0.61,1.55256433111198e-247,"0","TUFM"
1.05536859174376e-251,1.37670176156168,0.801,0.258,2.42871974017992e-247,"0","GINS2"
2.45937569237576e-251,1.09871346220653,0.989,0.642,5.65976128086433e-247,"0","TUBB"
1.03573361479199e-250,1.43042702152305,0.8,0.276,2.38353376772081e-246,"0","RPF2"
2.00065716862682e-250,1.30782000503612,0.855,0.324,4.6041123421609e-246,"0","GMNN"
8.35562341617165e-250,1.66406657551291,0.707,0.201,1.92287961676358e-245,"0","ACOT7"
4.44472743695781e-247,0.962768051168954,0.989,0.766,1.0228651250671e-242,"0","CHCHD2"
9.04121189986893e-247,1.11885890781951,0.969,0.644,2.08065409451684e-242,"0","XRCC5"
9.80341979216523e-247,1.65308890948704,0.695,0.192,2.25606099677098e-242,"0","CCDC86"
8.1763037729247e-246,2.03756876516061,0.566,0.108,1.88161278726316e-241,"0","POLR3G"
5.928016131633e-245,1.49816648855744,0.713,0.199,1.3642143523727e-240,"0","TOMM40"
8.60644722833384e-245,1.39718882790571,0.764,0.23,1.98060170065647e-240,"0","CENPM"
4.82347177668732e-244,1.05840530541953,0.978,0.683,1.11002555996905e-239,"0","HMGN2"
1.30386999857179e-243,1.28160324815419,0.888,0.375,3.00059602771325e-239,"0","EBNA1BP2"
2.90010453842533e-243,1.36270593693478,0.8,0.269,6.6740105742782e-239,"0","AC008155.1"
4.96597597236085e-242,1.24031598719029,0.919,0.425,1.1428200505194e-237,"0","MRPL37"
6.67529944286967e-242,1.25998786075981,0.865,0.327,1.5361866607876e-237,"0","TPX2"
1.12627235905309e-241,1.41283145529126,0.847,0.336,2.59189057988888e-237,"0","FABP5"
3.47015335860417e-241,1.29748830417005,0.891,0.368,7.98586392415577e-237,"0","RRM1"
5.08142240408759e-241,1.67506861555103,0.642,0.159,1.16938773785268e-236,"0","TRIP13"
1.14311012360241e-240,1.13281997845091,0.905,0.39,2.63063932744622e-236,"0","RPS2P46"
3.45681878660709e-240,1.19543255747072,0.937,0.461,7.9551770736189e-236,"0","POLE3"
5.02679739420002e-240,1.35004062893724,0.833,0.319,1.15681688432725e-235,"0","ATIC"
